date,time,season,temperature,humidity,solar,wind speed,delhi,holiday
2023-01-01,00:00:00,winter,13.901733773999542,65.49999789638997,0.0,7.553054175662755,5980.067672849921,0
2023-01-01,01:00:00,winter,11.34081871932454,47.4381014458306,0.0,2.1773577583144976,5076.498387367434,0
2023-01-01,02:00:00,winter,13.371371356154013,64.06894437156032,0.0,9.131007764951347,6267.644999588469,0
2023-01-01,03:00:00,winter,14.260085971371938,54.956177328234574,0.0,2.4153302160250933,6525.088203940555,0
2023-01-01,04:00:00,winter,10.15636984288718,59.48390066909371,0.0,6.779265394093454,5910.682800223016,0
2023-01-01,05:00:00,winter,6.341648141159753,60.388418085459435,0.0,6.4590742673902035,6149.9030507129755,0
2023-01-01,06:00:00,winter,10.162524916159311,60.327568603666535,0.22118531832395713,5.792072734956278,4863.236600259701,0
2023-01-01,07:00:00,winter,15.03569931962133,64.51390346385598,0.22753953965860288,0.04629783018453848,3895.892728581863,0
2023-01-01,08:00:00,winter,18.386625959783643,67.11864935201251,0.21205203109193685,0.776176536336205,4945.406646850741,0
2023-01-01,09:00:00,winter,17.05650748918223,42.76128059462585,0.004226236802184235,5.076498756008878,5739.194474409137,0
2023-01-01,10:00:00,winter,8.810581264430006,69.38623516523879,0.19455703014775716,5.672705412962385,6568.310960882465,0
2023-01-01,11:00:00,winter,17.94684924450381,66.01096482211763,0.0658906230562005,9.312286760017749,3978.250216647204,0
2023-01-01,12:00:00,winter,15.368320574101253,64.17231630787333,0.10107000582619019,2.6844422771524314,5526.935565107988,0
2023-01-01,13:00:00,winter,17.565052065156,65.88106984233828,0.15043204159680365,0.5579098185620013,4297.212774874181,0
2023-01-01,14:00:00,winter,8.87960562444568,58.619385366414825,0.10440338985119517,0.9740493497029956,6995.013000258703,0
2023-01-01,15:00:00,winter,9.58069862373626,62.096984003943085,0.2751663959708074,0.15435658527133245,4331.214871572218,0
2023-01-01,16:00:00,winter,6.480266711146468,50.12057723786229,0.1179181030126887,1.7095627101216504,7218.374111966179,0
2023-01-01,17:00:00,winter,18.85977850472287,69.26716477228935,0.16351069860565276,3.804145642038433,5753.802132618135,0
2023-01-01,18:00:00,winter,15.583824896481017,66.46622609804794,0.12984648788561354,6.07805786260791,4516.579799811258,0
2023-01-01,19:00:00,winter,19.881261335427737,61.170595983341,0.0,2.6537959821564536,4234.698456030034,0
2023-01-01,20:00:00,winter,14.64642400583538,51.37025963212081,0.0,8.265451156097825,6201.423116318803,0
2023-01-01,21:00:00,winter,19.463639214358317,59.7268358315176,0.0,6.019706772720834,5972.041335127747,0
2023-01-01,22:00:00,winter,6.123859877620813,61.16454307435326,0.0,2.6503862255797106,5536.400404054491,0
2023-01-01,23:00:00,winter,10.362097383390996,61.20008721919692,0.0,0.2334605280952784,6684.439972333812,0
2023-01-02,00:00:00,winter,13.49135053762781,57.49623562525282,0.0,3.817212678748966,5680.932519920145,0
2023-01-02,01:00:00,winter,19.372549434012,62.17398507202115,0.0,1.78147252159073,4351.390181310107,0
2023-01-02,02:00:00,winter,15.812722569188349,47.310718539010985,0.0,4.491156552501914,5289.0540912113465,0
